epoch,train_sse
1.000000000000000000e+00,5.511983077998864246e+03
2.000000000000000000e+00,5.339197695317729995e+03
3.000000000000000000e+00,5.339001822965124120e+03
4.000000000000000000e+00,5.337893563331995210e+03
5.000000000000000000e+00,5.333616479856638762e+03
6.000000000000000000e+00,5.272137732393146507e+03
7.000000000000000000e+00,4.565266801260863758e+03
8.000000000000000000e+00,3.720032451435180974e+03
9.000000000000000000e+00,2.928608816213411046e+03
1.000000000000000000e+01,2.491365394234358064e+03
1.100000000000000000e+01,2.167293869050697140e+03
1.200000000000000000e+01,1.915364998478358075e+03
1.300000000000000000e+01,1.705179037449481484e+03
1.400000000000000000e+01,1.440979209688999845e+03
1.500000000000000000e+01,1.180789753853945058e+03
1.600000000000000000e+01,1.005865083348412554e+03
1.700000000000000000e+01,8.349385649547484718e+02
1.800000000000000000e+01,8.267533389025115866e+02
1.900000000000000000e+01,7.197573147597440766e+02
2.000000000000000000e+01,6.600448540473731782e+02
2.100000000000000000e+01,6.159744666197419747e+02
2.200000000000000000e+01,5.714902512971432316e+02
2.300000000000000000e+01,5.258891603165618562e+02
2.400000000000000000e+01,4.959874556861610699e+02
2.500000000000000000e+01,4.532751032377668707e+02
2.600000000000000000e+01,4.155208856677268727e+02
2.700000000000000000e+01,3.989684297368585817e+02
2.800000000000000000e+01,3.868949509683178576e+02
2.900000000000000000e+01,3.973933116549753208e+02
3.000000000000000000e+01,3.333953696807318465e+02
3.100000000000000000e+01,3.195934822338568324e+02
3.200000000000000000e+01,2.855282599930079641e+02
3.300000000000000000e+01,2.856158704287476553e+02
3.400000000000000000e+01,3.064295153225564832e+02
3.500000000000000000e+01,2.737534302818457945e+02
3.600000000000000000e+01,2.473882720465236389e+02
3.700000000000000000e+01,2.339279008850962498e+02
3.800000000000000000e+01,2.360957477684396224e+02
3.900000000000000000e+01,2.567555516439652479e+02
4.000000000000000000e+01,2.309635764251653427e+02
4.100000000000000000e+01,2.205913290669561491e+02
4.200000000000000000e+01,2.240780895075780563e+02
4.300000000000000000e+01,1.944303603103028024e+02
4.400000000000000000e+01,2.171402788823630488e+02
4.500000000000000000e+01,2.016383530484921778e+02
4.600000000000000000e+01,1.899661409745009735e+02
4.700000000000000000e+01,1.687341224916255840e+02
4.800000000000000000e+01,1.899577333727580992e+02
4.900000000000000000e+01,1.715513504553724999e+02
5.000000000000000000e+01,1.941243249392108794e+02
5.100000000000000000e+01,1.546659453100648705e+02
5.200000000000000000e+01,1.416889393225750950e+02
5.300000000000000000e+01,1.648101248791131752e+02
5.400000000000000000e+01,1.658027980278772304e+02
5.500000000000000000e+01,1.534938988827692015e+02
5.600000000000000000e+01,1.557342790424659995e+02
5.700000000000000000e+01,1.500164386611563998e+02
5.800000000000000000e+01,1.386856638813907239e+02
5.900000000000000000e+01,1.320427743032435046e+02
6.000000000000000000e+01,1.296714524612314676e+02
6.100000000000000000e+01,1.326127985855651161e+02
6.200000000000000000e+01,1.253015306763755632e+02
6.300000000000000000e+01,1.354062831426037121e+02
6.400000000000000000e+01,1.155783958085326049e+02
6.500000000000000000e+01,1.255211514006525704e+02
6.600000000000000000e+01,1.259359200652655204e+02
6.700000000000000000e+01,1.299220417905599732e+02
6.800000000000000000e+01,1.073505488205735787e+02
6.900000000000000000e+01,1.287203612940071196e+02
7.000000000000000000e+01,1.195372900412822474e+02
7.100000000000000000e+01,1.029836972437889102e+02
7.200000000000000000e+01,1.076292835882214121e+02
7.300000000000000000e+01,1.161222848798751102e+02
7.400000000000000000e+01,1.303069077668212685e+02
7.500000000000000000e+01,1.158186391714300072e+02
7.600000000000000000e+01,1.032791037225740070e+02
7.700000000000000000e+01,9.206658991287841332e+01
7.800000000000000000e+01,1.148452510292822240e+02
7.900000000000000000e+01,9.352681774685727589e+01
8.000000000000000000e+01,1.129066064561557567e+02
8.100000000000000000e+01,9.077940610931847232e+01
8.200000000000000000e+01,9.298931359591470880e+01
8.300000000000000000e+01,9.723305485599935594e+01
8.400000000000000000e+01,8.843986501720650040e+01
8.500000000000000000e+01,9.121841830129403661e+01
8.600000000000000000e+01,1.021085100242357697e+02
8.700000000000000000e+01,9.557190200093555177e+01
8.800000000000000000e+01,9.351929444469507757e+01
8.900000000000000000e+01,1.179950342167673512e+02
9.000000000000000000e+01,9.277890465097262052e+01
9.100000000000000000e+01,1.108539334201844468e+02
9.200000000000000000e+01,8.929152242247472770e+01
9.300000000000000000e+01,9.240060413741602474e+01
9.400000000000000000e+01,1.117284278443492127e+02
9.500000000000000000e+01,9.745785462106803720e+01
9.600000000000000000e+01,8.169125760289401228e+01
9.700000000000000000e+01,6.919182322298171073e+01
9.800000000000000000e+01,8.745407453371231554e+01
9.900000000000000000e+01,8.906150965970229549e+01
1.000000000000000000e+02,6.614075496522133335e+01
1.010000000000000000e+02,7.847181372314594228e+01
1.020000000000000000e+02,8.397445044059395514e+01
1.030000000000000000e+02,9.433422349671671725e+01
1.040000000000000000e+02,9.176917288432862563e+01
1.050000000000000000e+02,7.728213183383158480e+01
1.060000000000000000e+02,7.006450631716836597e+01
1.070000000000000000e+02,6.485030876554255030e+01
1.080000000000000000e+02,8.469156110711814733e+01
1.090000000000000000e+02,6.687986907296914296e+01
1.100000000000000000e+02,8.002390780488256894e+01
1.110000000000000000e+02,7.290269639760832376e+01
1.120000000000000000e+02,6.829978395311499639e+01
1.130000000000000000e+02,7.128730355721602052e+01
1.140000000000000000e+02,6.469494195575042284e+01
1.150000000000000000e+02,9.175915255947364813e+01
1.160000000000000000e+02,7.603213174500500315e+01
1.170000000000000000e+02,7.531220165945262579e+01
1.180000000000000000e+02,9.031356695039367821e+01
1.190000000000000000e+02,7.462550095381655524e+01
1.200000000000000000e+02,6.836901933433014733e+01
1.210000000000000000e+02,6.093920811305486751e+01
1.220000000000000000e+02,6.272164772917559361e+01
1.230000000000000000e+02,6.396065436585952568e+01
1.240000000000000000e+02,6.989160662271541469e+01
1.250000000000000000e+02,6.427598378513661714e+01
1.260000000000000000e+02,6.788445742130021188e+01
1.270000000000000000e+02,6.059290811692332568e+01
1.280000000000000000e+02,5.730398709327177897e+01
1.290000000000000000e+02,5.926971674701673010e+01
1.300000000000000000e+02,8.063725533648309352e+01
1.310000000000000000e+02,6.654143992558471155e+01
1.320000000000000000e+02,5.090564393927509457e+01
1.330000000000000000e+02,7.444381405565087562e+01
1.340000000000000000e+02,5.669240178682746034e+01
1.350000000000000000e+02,5.901044066748477945e+01
1.360000000000000000e+02,7.053080762717225127e+01
1.370000000000000000e+02,5.209460276422381497e+01
1.380000000000000000e+02,9.012662276379204229e+01
1.390000000000000000e+02,5.480697615621018315e+01
1.400000000000000000e+02,5.857443627406421882e+01
1.410000000000000000e+02,5.605896519688698021e+01
1.420000000000000000e+02,5.374815637417012937e+01
1.430000000000000000e+02,6.384097293596035172e+01
1.440000000000000000e+02,6.018308708296661536e+01
1.450000000000000000e+02,4.957235152644974363e+01
1.460000000000000000e+02,4.888953672321409982e+01
1.470000000000000000e+02,6.467104516396655356e+01
1.480000000000000000e+02,5.419045769311476590e+01
1.490000000000000000e+02,4.957218301064404642e+01
1.500000000000000000e+02,5.265158049524411865e+01
1.510000000000000000e+02,4.177647538757467061e+01
1.520000000000000000e+02,5.111828782402928795e+01
1.530000000000000000e+02,4.769130086209189301e+01
1.540000000000000000e+02,4.454450774544911695e+01
1.550000000000000000e+02,5.096258185212048630e+01
1.560000000000000000e+02,4.719746494243772617e+01
1.570000000000000000e+02,4.809459379210701258e+01
1.580000000000000000e+02,5.735240427725550205e+01
1.590000000000000000e+02,6.331689333223531690e+01
1.600000000000000000e+02,5.421522830725022146e+01
1.610000000000000000e+02,5.903503678816556999e+01
1.620000000000000000e+02,4.899812802057621042e+01
1.630000000000000000e+02,6.034276413972980180e+01
1.640000000000000000e+02,4.672698039208474086e+01
1.650000000000000000e+02,4.526116759720839156e+01
1.660000000000000000e+02,5.854262746959268071e+01
1.670000000000000000e+02,6.639651589224857275e+01
1.680000000000000000e+02,5.881376522188364930e+01
1.690000000000000000e+02,5.559578542795898670e+01
1.700000000000000000e+02,4.446631870674748654e+01
1.710000000000000000e+02,5.066115428112632202e+01
1.720000000000000000e+02,5.311885060495809086e+01
1.730000000000000000e+02,5.630885776212391391e+01
1.740000000000000000e+02,5.264188490891950067e+01
1.750000000000000000e+02,4.509495080148401769e+01
1.760000000000000000e+02,4.488378544919302016e+01
1.770000000000000000e+02,5.370235315773411600e+01
1.780000000000000000e+02,4.578811934917449378e+01
1.790000000000000000e+02,4.162395902866391140e+01
1.800000000000000000e+02,5.313988054350364365e+01
1.810000000000000000e+02,5.230961079204482189e+01
1.820000000000000000e+02,4.499607911457025011e+01
1.830000000000000000e+02,5.689974511093072351e+01
1.840000000000000000e+02,3.942745749666420352e+01
1.850000000000000000e+02,5.394970244888650512e+01
1.860000000000000000e+02,5.068990801468394380e+01
1.870000000000000000e+02,4.847695135221817964e+01
1.880000000000000000e+02,3.915210992016925218e+01
1.890000000000000000e+02,4.173794272050214005e+01
1.900000000000000000e+02,4.535577106792877800e+01
1.910000000000000000e+02,6.434412432107895086e+01
1.920000000000000000e+02,4.883172461272468468e+01
1.930000000000000000e+02,3.742415649942406475e+01
1.940000000000000000e+02,4.219293141913752265e+01
1.950000000000000000e+02,4.959885626698455496e+01
1.960000000000000000e+02,4.366305065847923572e+01
1.970000000000000000e+02,4.985415426382272130e+01
1.980000000000000000e+02,4.095194703250696477e+01
1.990000000000000000e+02,3.768674698835025794e+01
2.000000000000000000e+02,4.157539974640893377e+01
